U134,U134,U134,U42,U42,U71,U251,U56,U56,U206,U90,U135,U135,U26,-,U198,U198,U121,U176,U221,U94,U120,U56,U117,U189,U189,U244,U280,U289,U156,U7,U67,U112,U112,U70,U70,U70,U165,U165,U62,U117,U251,U251,U266,U153,U126,U126,U126,U107,U254,U121,U141,U249,U87,U26,U211,U251,U264,U58,U58,U267,-,U238,U115,U101,U17,U166,U166,U101,U101,U38,U13,U13,U118,U264,U264,U264,U115,U40,U40,U3,U3,-,U70,U162,U179,U137,U267,U145,U134,U264,U68,U9,U9,U223,-,U176,U106,U115,U242,U242,U242,U116,U116,U15,U240,U240,U179,U68,U68,U210,U249,U231,U231,U193,U300,-,U249,U141,U36,U170,U232,U143,U70,U37,U129,U265,U265
U70,U70,U70,U165,U165,U62,U117,U251,U251,U266,U153,U126,U126,U126,U107,U254,U121,U141,U249,U87,U26,U211,U251,U264,U58,U58,U267,-,U238,U115,U101,U17,U166,U166,U101,U101,U38,U13,U13,U118,U264,U264,U264,U115,U40,U40,U3,U3,-,U70,U162,U179,U137,U267,U145,U134,U264,U68,U9,U9,U223,-,U176,U106,U115,U242,U242,U242,U116,U116,U15,U240,U240,U179,U68,U68,U210,U249,U231,U231,U193,U300,-,U249,U141,U36,U170,U232,U143,U70,U37,U129,U265,U265,U47,-,U127,U163,U222,U271,U271,U271,U48,U48,U190,U61,U126,U146,U129,U129,U62,U98,U77,U77,U88,U8,-,U187,U239,U126,U110,U294,U8,U17,U234,U86,U7,U7
U101,U101,U38,U13,U13,U118,U264,U264,U264,U115,U40,U40,U3,U3,-,U70,U162,U179,U137,U267,U145,U134,U264,U68,U9,U9,U223,-,U176,U106,U115,U242,U242,U242,U116,U116,U15,U240,U240,U179,U68,U68,U210,U249,U231,U231,U193,U300,-,U249,U141,U36,U170,U232,U143,U70,U37,U129,U265,U265,U47,-,U127,U163,U222,U271,U271,U271,U48,U48,U190,U61,U126,U146,U129,U129,U62,U98,U77,U77,U88,U8,-,U187,U239,U126,U110,U294,U8,U17,U234,U86,U7,U7,U199,-,U88,U88,U167,U16,U16,U16,U153,U153,U256,U183,U287,U83,U86,U210,U222,U232,U272,U272,U79,-,-,U164,U246,-,U83,U177,-,U181,U121,U210,U67,U67
U116,U116,U15,U240,U240,U179,U68,U68,U210,U249,U231,U231,U193,U300,-,U249,U141,U36,U170,U232,U143,U70,U37,U129,U265,U265,U47,-,U127,U163,U222,U271,U271,U271,U48,U48,U190,U61,U126,U146,U129,U129,U62,U98,U77,U77,U88,U8,-,U187,U239,U126,U110,U294,U8,U17,U234,U86,U7,U7,U199,-,U88,U88,U167,U16,U16,U16,U153,U153,U256,U183,U287,U83,U86,U210,U222,U232,U272,U272,U79,-,-,U164,U246,-,U83,U177,-,U181,U121,U210,U67,U67,U224,-,U83,U83,U103,U196,U181,U181,U113,U160,U137,U144,-,U219,U210,U37,U167,U101,U101,U101,-,-,-,U226,U81,-,U219,U72,-,U32,U141,U37,U152,U152
U48,U48,U190,U61,U126,U146,U129,U129,U62,U98,U77,U77,U88,U8,-,U187,U239,U126,U110,U294,U8,U17,U234,U86,U7,U7,U199,-,U88,U88,U167,U16,U16,U16,U153,U153,U256,U183,U287,U83,U86,U210,U222,U232,U272,U272,U79,-,-,U164,U246,-,U83,U177,-,U181,U121,U210,U67,U67,U224,-,U83,U83,U103,U196,U181,U181,U113,U160,U137,U144,-,U219,U210,U37,U167,U101,U101,U101,-,-,-,U226,U81,-,U219,U72,-,U32,U141,U37,U152,U152,-,-,U219,U219,U8,U101,U32,U32,U44,-,U147,U18,U238,U85,U37,U234,U22,U38,U38,U38,-,-,-,U188,U142,-,U85,U202,-,U225,U81,U234,U94,U94
U153,U153,U256,U183,U287,U83,U86,U210,U222,U232,U272,U272,U79,-,-,U164,U246,-,U83,U177,-,U181,U121,U210,U67,U67,U224,-,U83,U83,U103,U196,U181,U181,U113,U160,U137,U144,-,U219,U210,U37,U167,U101,U101,U101,-,-,-,U226,U81,-,U219,U72,-,U32,U141,U37,U152,U152,-,-,U219,U219,U8,U101,U32,U32,U44,-,U147,U18,U238,U85,U37,U234,U22,U38,U38,U38,-,-,-,U188,U142,-,U85,U202,-,U225,U81,U234,U94,U94,-,-,U201,U201,U275,U221,U266,U266,U11,-,U2,U158,U209,U118,U234,U176,U230,U83,U83,U219,-,-,-,U74,U179,-,U267,U108,-,U101,U142,U221,U17,U17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000
17.739000,21.010000,25.416950,18.052375,22.556250,20.478050,14.872000,13.124300,16.002667,17.128500,12.840800,11.811055,14.263086,10.832360,14.410000,15.283000,8.482320,21.142000,18.804450,9.827654,17.926000,18.271000,13.972500,11.813760,9.219000,17.750000,13.944375,23.621000,7.292800,8.597700,24.211200,22.611250,16.835629,13.698000,24.988600,16.370400,21.019900,15.681240,9.870667,14.211657,14.247500,13.784800,14.642800,20.336400,13.560000,15.162240,19.848000,14.194240,19.266000,7.579671,18.635000,13.290725,15.102800,24.147500,24.616800,12.796333,9.752967,23.983700,9.919000,15.045850,19.551000,15.944300,25.000000,8.797500,16.934320,9.239900,17.220240,23.000000,21.229000,21.217920,13.407000,11.811000,10.000000,16.777000,14.763600,11.632320,11.940012,12.276160,18.733050,7.337035,15.759000,20.696320,6.725833,23.175000,14.360000,22.112400,11.890233,18.635925,25.000000,19.554700,7.285440,16.867157,13.134800,6.398000,10.759680,17.310900,15.035200,20.558933,19.118000,24.962600,5.486400,10.422500,5.537713,20.059600,13.624500,9.065714,9.692667,9.877120,5.542400,7.329600,20.517150,11.084000,17.975000,5.561143,5.453400,9.921000,24.410000,8.055225,14.761600,15.400000,14.879250,10.576000,10.910130,22.760000,10.914689,8.011800,14.554800,18.866400,23.000000,17.199257,7.936800,11.859250,20.582320,6.386660,13.315200,21.519950,16.686000,22.536000,21.395600,11.276800,8.928300,12.516000,12.558933,19.601400,15.877800,15.267200,16.173000,21.965760,13.785000,10.171150,24.000000,10.166612,11.574550,7.336640,11.384700,13.287429,6.328000,17.042400,17.000000,18.156667,6.633970,22.807950,7.202000,11.000000,5.607900,14.983557,12.425000,11.723636,6.181219,6.885200,17.873029,7.097543,9.971500,24.803750,10.202500,8.429963,8.000000,8.965000,8.362500,17.415400,22.423850,15.270857,11.902400,15.803200,19.089000,18.850125,16.000000,10.737100,25.000000,6.564800,10.752000,20.038200,16.041600,18.956000,22.000000,7.306036,26.000000,10.742600,18.336000,15.719050,22.319200,7.965900,18.000000,25.172160,18.798500,9.206800,12.788533,26.000000,10.287200,15.248320,8.661682,16.003800,9.787617,8.674200,12.009214,21.928333,14.661375,8.032020,6.886367,10.833240,8.589600,7.813829,10.000000,16.906200,8.433000,21.577067,9.022500,13.341067,22.310000,19.998000,23.604375,7.202400,7.274036,17.672500,16.864000,8.859900,21.424500,11.557000,25.571000,12.358400,23.617600,11.000000,15.625600,24.625000,9.234583,22.007500,20.681600,10.827000,10.357600,11.142000,7.750982,10.827911,15.864686,13.515000,14.142000,22.714800,16.000000,9.686000,7.164960,16.614000,22.868040,22.257600,14.701600,9.285000,25.589200,9.337000,7.296960,12.772550,20.526925,6.589333,22.108750,6.225707,23.425440,25.615200,20.824467,17.109000,16.533900,16.358657,24.580400,12.437600,10.670880,22.201000,22.434000,19.587700,17.187400,12.378800,6.146140,21.835433,15.227467,15.623543,24.258000,23.064000,11.858311,11.622000,18.486300,11.059200,6.140680,5.622000,11.000000,16.551771,0.933985
0.933985
390
