-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,U101,U101,U101,U101,U101,U101,U101,U101,U101,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,0,17231,11409,15610,34160,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,2940,17231,11409,15610,157998738,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,2940,17231,11409,15610,1052259607,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,2940,17231,11409,15610,1133232960,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,0,17231,11409,15610,1133232960,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,2940,17231,11409,15610,158470496,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,2940,17231,11409,15610,34160,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,2940,17231,11409,15610,34160,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,2940,17231,11409,15610,34160,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,2940,17231,11409,15610,34160,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,28915,21689,27850,3335,14990,6099,18026,32305,29694,5373,12145,32054,14500,28265,12274,0,4554,17231,11409,15610,1133232960,33591,22865,15652,26736,7311,28004,28553,21602,27318,27185,30008,23112,32597,0,0,24149,2869,10939,25567,461.545599
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.018480,13.372800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.696000,9.755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.018480,13.462400,0,0,0,26.808487,0,0,0,0,0,0,0,0,0,0,0,0,0,19.696000,9.755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.988800,13.462400,0,0,0,25.251200,0,0,0,0,0,0,0,0,0,0,0,0,0,19.680000,9.755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.992160,13.462400,0,0,0,28.121600,0,0,0,0,0,0,0,0,0,0,0,0,0,19.696000,9.755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.018480,13.417600,0,0,0,28.121600,0,0,0,0,0,0,0,0,0,0,0,0,0,19.834667,9.755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.992160,13.462400,0,0,0,27.856400,0,0,0,0,0,0,0,0,0,0,0,0,0,19.680000,9.755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.988800,13.462400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.696000,9.928250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.018480,13.462400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.066667,9.755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.988800,13.462400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.696000,9.755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.018480,13.462400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.960000,10.024500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.988800,13.247360,0,0,0,28.121600,0,0,0,0,0,0,0,0,0,0,0,0,0,19.960000,9.993000,0,0,0,0,0.095489
-46154.464431
10
